id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_133235009,"133235009","Illawarra cattle breed","Illawarra cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131477004,"131477004","Ilocos cattle breed","Ilocos cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131478009,"131478009","Iloilo cattle breed","Iloilo cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133439001,"133439001","Improved Rodopi cattle breed","Improved Rodopi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133609003,"133609003","Indo-Brazilian cattle breed","Indo-Brazilian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133664006,"133664006","Ingessana cattle breed","Ingessana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131479001,"131479001","Inkuku cattle breed","Inkuku cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133440004,"133440004","INRA 95 cattle breed","INRA 95 cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133686007,"133686007","Iranian Zebu cattle breed","Iranian Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133236005,"133236005","Irish Moiled cattle breed","Irish Moiled cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131480003,"131480003","Iskar cattle breed","Iskar cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133237001,"133237001","Israeli Holstein cattle breed","Israeli Holstein cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133583008,"133583008","Israeli Red cattle breed","Israeli Red cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133238006,"133238006","Istoben cattle breed","Istoben cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131481004,"131481004","Istrian cattle breed","Istrian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133441000,"133441000","Italian Brown cattle breed","Italian Brown cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133442007,"133442007","Italian Red Pied cattle breed","Italian Red Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133665007,"133665007","Jamaica Brahman cattle breed","Jamaica Brahman cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133443002,"133443002","Japanese Black cattle breed","Japanese Black cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133444008,"133444008","Japanese Brown cattle breed","Japanese Brown cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133445009,"133445009","Japanese Poll cattle breed","Japanese Poll cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133452006,"133452006","Japanese Shorthorn cattle breed","Japanese Shorthorn cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133453001,"133453001","Jarmelista cattle breed","Jarmelista cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133239003,"133239003","Jaulan cattle breed","Jaulan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131482006,"131482006","Javanese Ongole cattle breed","Javanese Ongole cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131483001,"131483001","Javanese Zebu cattle breed","Javanese Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133666008,"133666008","Jellicut cattle breed","Jellicut cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_132771000,"132771000","Jem-Jem Zebu cattle breed","Jem-Jem Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133674009,"133674009","Jenubi cattle breed","Jenubi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133675005,"133675005","Jiddu cattle breed","Jiddu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133676006,"133676006","Jijjiga Zebu cattle breed","Jijjiga Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131484007,"131484007","Jinnan cattle breed","Jinnan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133677002,"133677002","Kabota cattle breed","Kabota cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133454007,"133454007","Kabyle cattle breed","Kabyle cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133678007,"133678007","Kachcha Siri cattle breed","Kachcha Siri cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133679004,"133679004","Kalakheri cattle breed","Kalakheri cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131485008,"131485008","Kalmyk cattle breed","Kalmyk cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133680001,"133680001","Kamdhino cattle breed","Kamdhino cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133681002,"133681002","Kandahari cattle breed","Kandahari cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133610008,"133610008","Kangayam cattle breed","Kangayam cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133682009,"133682009","Kaningan cattle breed","Kaningan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133611007,"133611007","Kankrej cattle breed","Kankrej cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131486009,"131486009","Kaokoveld cattle breed","Kaokoveld cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133689000,"133689000","Kappiliyan cattle breed","Kappiliyan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133455008,"133455008","Kapsiki cattle breed","Kapsiki cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133690009,"133690009","Karamajong cattle breed","Karamajong cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133456009,"133456009","Katerini cattle breed","Katerini cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133240001,"133240001","Kazakh cattle breed","Kazakh cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131487000,"131487000","Kazakh Whitehead cattle breed","Kazakh Whitehead cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131488005,"131488005","Kedah-Kelantan cattle breed","Kedah-Kelantan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133691008,"133691008","Kenana cattle breed","Kenana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133612000,"133612000","Kenkatha cattle breed","Kenkatha cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133457000,"133457000","Kenran cattle breed","Kenran cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133692001,"133692001","Kenya Boran cattle breed","Kenya Boran cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133693006,"133693006","Kenya Zebu cattle breed","Kenya Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133241002,"133241002","Kerry cattle breed","Kerry cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133694000,"133694000","Khamala cattle breed","Khamala cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133613005,"133613005","Kherigarh cattle breed","Kherigarh cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133458005,"133458005","Khevsurian cattle breed","Khevsurian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133614004,"133614004","Khillari cattle breed","Khillari cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133242009,"133242009","Kholmogory cattle breed","Kholmogory cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133687003,"133687003","Khorsan cattle breed","Khorsan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133695004,"133695004","Khurasani zebu cattle breed","Khurasani zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131489002,"131489002","Kigezi cattle breed","Kigezi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133696003,"133696003","Kilara cattle breed","Kilara cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133459002,"133459002","Kilis cattle breed","Kilis cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133697007,"133697007","Kinniya cattle breed","Kinniya cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131490006,"131490006","Kisantu cattle breed","Kisantu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
